photo7b,0.000041,0.000000,-1
photo2b,0.000286,0.000000,-1
photo4a,0.000502,0.000000,-1
photo2a,0.000527,0.000000,-1
photo6a,0.000548,0.000000,-1
photo6b,0.001296,0.000000,-1
photo1a,0.002893,0.000000,-1
photo3a,0.003782,0.000000,-1
photo3b,0.004162,0.000000,-1
photo7a,0.004339,0.000000,-1
photo1b,0.004772,1.000000,-1
lph1,0.005097,0.000000,-1
photo5a,0.006434,0.000000,-1
photo4b,0.008429,0.000000,-1
photo5b,0.009553,0.000000,-1
psoriasis20a,0.011960,0.000000,-1
psoriasis20b,0.015283,1.000000,-1
tinea_corporis11,0.037967,0.000000,-1
tinea_corporis13b,0.046845,0.000000,-1
tinea_corporis4,0.067214,0.000000,-1
clp11,0.083035,0.000000,-1
vesicles9,0.083632,1.000000,-1
vitiligo3,0.084839,0.000000,-1
herpes_zoster3,0.096985,0.000000,-1
melanoma9,0.097869,0.000000,-1
psoriasis10,0.106755,0.000000,-1
tinea_corporis6,0.120976,0.000000,-1
tinea_corporis12,0.151694,1.000000,-1
psoriasis16,0.161108,0.000000,-1
lph8,0.165195,0.000000,-1
psoriasis19a,0.187644,1.000000,-1
tinea_corporis5,0.204464,0.000000,-1
acne12,0.212784,0.000000,-1
psoriasis2,0.222144,0.000000,-1
melanoma4,0.224430,0.000000,-1
urticaria2,0.227546,0.000000,-1
psoriasis1,0.228141,1.000000,-1
herpes5,0.229453,0.000000,-1
urticaria5,0.249684,1.000000,-1
herpes6,0.251797,0.000000,-1
herpes_zoster2,0.253639,0.000000,-1
tinea_corporis13a,0.258566,0.000000,-1
acne_excoriee2,0.258827,0.000000,-1
acne_fulminans1,0.262973,0.000000,-1
herpes1,0.263803,0.000000,-1
melanoma5,0.266455,1.000000,-1
urticaria7,0.267342,0.000000,-1
melanoma8a,0.269137,0.000000,-1
urticaria8,0.272026,0.000000,-1
herpes_zoster1,0.280529,0.000000,-1
herpes11,0.287076,0.000000,-1
acne2,0.287547,0.000000,-1
psoriasis19b,0.289963,1.000000,-1
melanoma3,0.294100,0.000000,-1
acne_vulgaris5,0.299330,0.000000,-1
melanoma2,0.305793,0.000000,-1
acne_fulminans2,0.326895,0.000000,-1
tinea_corporis10,0.331859,1.000000,-1
tinea_corporis9,0.345084,0.000000,-1
tinea_corporis3,0.345194,0.000000,-1
urticaria1,0.348192,0.000000,-1
melanoma6,0.351719,0.000000,-1
erythrodermic_psoriasis1,0.358854,0.000000,-1
tinea_corporis8b,0.359443,0.000000,-1
acne1,0.362529,0.000000,-1
lph4,0.362836,0.000000,-1
lph9,0.368147,0.000000,-1
acne_vulgaris4,0.370831,0.000000,-1
lph7,0.384042,0.000000,-1
tinea_corporis8a,0.395925,0.000000,-1
psoriasis21a,0.418296,0.000000,-1
tinea_corporis7b,0.423350,0.000000,-1
melanoma8c,0.425618,0.000000,-1
vesicles18,0.430388,1.000000,-1
tinea_corporis2,0.430562,0.000000,-1
psoriasis18,0.433852,0.000000,-1
psoriasis17,0.462533,0.000000,-1
herpes13,0.471669,0.000000,-1
clp5,0.475722,0.000000,-1
acne_vulgaris3,0.489571,0.000000,-1
lph16,0.495904,0.000000,-1
melanoma10,0.506448,1.000000,-1
lph15,0.509249,0.000000,-1
clp10,0.526696,0.000000,-1
melanoma8b,0.529279,0.000000,-1
psoriasis6,0.539722,1.000000,-1
acne3,0.556151,0.000000,-1
vesicles2,0.574332,0.000000,-1
herpes_simplex1,0.585014,0.000000,-1
erythrodermic_psoriasis2,0.599739,0.000000,-1
vesicles25,0.605395,0.000000,-1
herpes10,0.614549,0.000000,-1
acne_vulgaris1,0.617412,0.000000,-1
acne_excoriee1,0.619291,0.000000,-1
tinea_corporis7a,0.638873,0.000000,-1
psoriasis22,0.645113,0.000000,-1
herpes3,0.671036,0.000000,-1
melanoma7,0.708246,0.000000,-1
psoriasis21b,0.726822,0.000000,-1
herpes12,0.728263,0.000000,-1
acne11,0.732086,0.000000,-1
vitiligo2,0.782047,0.000000,-1
acne_vulgaris2,0.815709,0.000000,-1
annular_psoriasis1,0.819013,0.000000,-1
clp4,0.821060,0.000000,-1
annular_psoriasis3,0.882867,0.000000,-1
tinea_corporis1,0.924415,0.000000,-1
clp3,1.000000,1.000000,1
